,name,thal_dist,thal_dir,rb_dis,rb_dir,lb_dis,lb_dir,bfw,Reach
0,108,30.195047094869818,-12.52880770910359,44.495145417878234,-17.52556837318117,12.49534117169868,-23.459024082519466,31.761427098693684,NPR6
1,109,34.985663583722626,-28.442928624387797,49.08461969915163,-36.528855366993255,17.485297971188686,-23.45902408219445,30.75278513899202,NPR6
2,110,15.388250164201988,-59.67639313799712,34.455941286939265,-58.840695492035096,2.992397712711257,-55.66978280822302,31.410790645714673,NPR6
3,111,28.207762993357477,-81.59662890977944,48.04155786852494,-79.79602627830931,4.869541434850127,-82.40535663190639,43.122205475603344,NPR6
4,112,24.776010385405993,142.9071627027961,11.83176539960681,-53.471144632897385,47.69105566466488,149.32271997811486,58.59881511577055,NPR6
5,113,3.587281992231774,119.86691685259859,32.84540308298834,-48.01278750437957,26.659340977670002,119.83553909957215,58.768803069484825,NPR6
6,114,66.9414918401749,123.69006752705758,93.71992777366879,89.15747573803098,2.3279298514442965,112.10164663461578,78.65541661464057,NPR8
7,115,87.75372724525728,78.68451864815597,122.3128480401131,94.15964229518018,35.5734187893646,112.10164663144293,73.31682165744746,NPR8
8,116,48.84416730746756,80.01373959855422,82.59220344443438,69.92951739094386,33.756830556081844,66.16125981786855,48.656811150621024,NPR8
9,117,10.94263459559251,-121.70142966875832,14.477953763711357,94.1596422950786,61.06479807453909,-54.22392228287164,73.39388460776767,NPR8
10,118,14.671371204835523,-121.70142967037033,12.764201080651988,94.15964229517671,60.4303511022077,-54.22392228287705,71.07168529498975,NPR8
11,119,11.829079982350754,-121.70142966997136,10.162234163315572,94.15964229506952,67.07661691774778,-54.22392228299991,75.73053765884944,NPR8
12,120,119.05371369813547,72.89188676773145,162.36873196272083,84.03551289943445,66.99914280880226,69.6768631720054,64.5401290741754,NPR8
13,121,38.49995275514443,-73.61045966673271,4.399556758081464,-109.65382405672754,50.63590503481861,-82.32103619279339,46.72753845324536,NPR8
14,122,32.5927647927802,-73.61045966688914,4.806238464079797,-90.0,46.300734846995745,-82.32103619276124,41.5375971622779,NPR8
15,123,36.69390946227601,-73.6104596668064,10.127538669854403,-90.0,51.09889685525709,-82.3210361926989,41.062178649610296,NPR8
16,124,39.432970915601885,-73.61045966687206,13.563789466395974,-90.0,54.240295515810075,-82.32103619271757,40.79814169052295,NPR8
17,125,24.301993496979495,-73.61045966664673,13.107618598080252,70.34617594314476,35.07125266957176,-82.09283729594267,46.69464711586852,NPR8
18,126,33.22717085756999,32.471192291102525,124.92283548962317,51.85364099725758,15.74708347098156,40.36453657210493,106.39692207363879,NPR7
19,127,28.21636226974889,-174.59305063044027,6.821378357558947,60.5928109412333,53.24242210888386,-173.71310663834004,57.222405348089175,NPR7
20,128,30.36917192703198,-150.95562380753717,15.440811170672589,32.19573393446278,77.54973299958864,-147.9380563175349,92.99050207431418,NPR7
21,129,72.73109355544415,-168.3971297966198,3.006818858439146,54.344671904254824,106.85033793860337,-140.55297103344168,109.75608756202709,NPR7
22,130,65.55023976276722,-159.32631244674386,1.8687579329029986,54.34467190676518,104.60286679114027,-140.55297103348528,106.40880952223236,NPR7
23,131,6.132897327221672,-76.17794536405039,45.82650601860387,99.84113175990365,35.740981986794814,-73.34569362382854,81.24387295189098,NPR7
24,132,100.20054251001783,-76.65030354538216,59.43669978034387,-101.59217540970617,125.36569188185645,-66.47293605233213,74.79482383110805,NPR7
25,133,135.48414864675658,124.9457356040541,120.58759476248234,130.36453657402035,151.99131820327315,132.5540296036676,31.703581815791125,NPR6
26,134,2.4476040455037293,-29.744881297618257,30.28021253249965,-38.41805534442622,15.728759005941253,170.90972308075217,42.011186414133405,NPR4
27,1001,7.841677425082785,125.07375449562186,25.664299734149125,128.65980825504394,6.826722950330201,-50.856013585164625,32.490106332959186,LC2
28,003,4.005308044804757,-54.926245501896,14.025982332450369,128.65980825527842,18.433354258719632,-50.85601358519727,32.4588357893682,LC2
29,004,2.8705157196964493,-54.92624550375867,15.199626554043007,128.65980825391875,17.25481338288207,-50.85601358434129,32.45389722999856,LC2
30,005,10.818801784019326,-60.25511870305778,8.801095025029566,128.65980825633892,25.088190018686642,-63.9465046903928,33.67711458712489,LC2
31,006,7.38686149169038,-60.25511870210578,10.857519000396678,117.19235216472718,27.80203113726194,-57.43956201785623,38.611931548217065,LC2
32,007,8.948588464074366,-60.255118703104,9.38970489735217,117.19235216274713,29.46374654628092,-57.439562017879894,38.81227035056542,LC2
33,008,26.520966197462446,179.16968451337752,34.93402227949325,178.38514185866686,21.684732487485956,-20.794114956533765,51.973148715077535,LC2
34,009,18.067706243612292,144.4227806142671,32.67056653353018,139.6000956657737,4.5052388531710275,148.57043438786357,27.765740264447164,LC2
35,010,24.918344504280928,144.42278061335074,39.656486918626044,139.60009566582724,11.20068734463212,148.57043438513327,27.970768709728627,LC2
36,011,14.284987993386805,-132.6467031335121,7.127019986099639,-110.22485943130674,27.269164867331963,-115.46334506145098,20.171912334503475,LC1
37,012,10.078917575532317,129.09385888597268,17.79609825910302,126.86989764509443,20.486358603020125,-62.020525610872916,38.06864939708688,LC2
38,013,27.764489370198294,147.71036382626164,43.76562011157045,144.64612739419974,5.181166664726166,-170.75388725010768,33.68431313396114,LC2
39,014,71.0635021132742,132.91743472074003,90.06327606442782,124.38034472417621,9.480310942106719,170.09581678627254,43.23557493805439,LC2
40,015,46.033262295230536,132.917434720513,62.138098404983516,129.7118687756782,6.822824731562139,179.11859600574883,33.68431313396114,LC2
41,016,16.341682485432575,-4.619923482745302,2.3478744699067646,-9.46232220825914,27.22005095606752,-11.898873711672909,24.874499438058923,LC3
42,017,5.8356048824885836,175.38007652110153,19.370642339644554,172.05652818896544,6.901004590486738,-18.43494882445025,25.947808628095057,LC3
43,018,23.238060113735877,172.81573260747024,42.55475444625421,163.81079374298278,5.41517044346135,-179.63965393309965,35.37669990726971,LC3
44,019,34.05335109993427,-116.56505117541364,1.743964401932404,-91.12330271205099,45.45536532938406,-108.10376303507526,43.78743008757903,LC4
45,020,25.0144531265172,-50.79921762894527,5.631460147621036,-51.50562664450848,41.134303144979356,-48.961526882001664,35.50839363269131,LC3
46,021,30.47456388579387,-50.79921762925179,11.079763477131692,-51.5056266463348,46.62123825973944,-48.96152688262177,35.552395524453274,LC3
47,022,30.396675169903233,-50.79921762890967,11.007394045102382,-51.50562664495547,46.52904893400879,-48.96152688222478,35.53250430058361,LC3
48,023,37.62090723578632,-50.799217629220706,18.372664797142704,-51.50562664469253,53.38128520181172,-48.961526882031905,35.02672937764826,LC3
49,024,47.10410333782699,-50.7992176294175,27.468671999669034,-51.50562664475437,63.864836224442726,-48.961526882225115,36.423238654629024,LC3
50,025,33.44761055478703,-50.79921762876413,13.786567437177307,-51.50562664628895,50.28468512298109,-48.96152688204548,36.51170638277035,LC3
51,026,42.210024238041406,-32.31961650822652,16.65496209245175,-53.130102356078325,62.10469350768302,-108.10376303494638,46.608819544199534,LC4
52,027,50.40601182808074,-32.31961650804211,27.128626279870513,-53.130102355827894,71.79101004907507,-108.10376303500253,46.31157491088849,LC4
53,028,52.857678437482406,-32.319616508584986,31.51402697599527,-49.57392125765412,77.61128189506614,-49.33231398266243,46.09753510609739,LC4
54,029,39.64669262431658,-116.56505117542275,8.477786385061759,-91.12330271253303,51.56424379570881,-108.1037630349417,43.45605152330184,LC4
55,030,27.764432285218298,-32.3196165077845,5.0381155006647615,-49.57392125601884,51.138323846910716,-49.33231398299761,46.10025313907908,LC4
56,031,8.99611321434433,-32.31961650766869,11.024078217485203,142.38604314957013,37.239074638764045,-53.03571071106668,47.86622551077776,LC4
57,032,32.208527564096165,-32.31961650854806,11.282753356912174,-13.240519917353652,61.48702326885421,-53.03571071094673,52.8180635882878,LC4
58,033 BAR HEAD,26.340482533108652,-33.27488798511279,0.9604043146826006,-43.439800305908236,67.82099850864957,-46.70135460457457,66.86214984016975,LC4
59,033,23.172684338329695,-33.27488798515078,1.331877069809679,-43.03858233791412,69.3512699168924,-46.70135460478499,68.02211342227537,LC4
60,034,15.455541228438017,-124.38034472389174,3.9414637161746637,61.909271813114515,32.31734094309197,-133.39399701167488,36.11904966721412,LC4
61,035,64.74517461858237,-124.38034472405295,43.455791960051606,-115.17753543030855,82.9443338434758,-120.5792268715009,39.681520973917316,LC4
62,036,16.075739176571155,48.25722194079079,24.59744093771756,49.96974072705551,11.119396878627576,42.85241457044049,13.288508861956734,NPR1
63,037,55.73810797669407,109.02560603654855,68.98726587642236,98.42696902144526,44.947905749716696,100.30484646868639,24.002310035165532,NPR3
64,038,16.883768734406306,53.9149269581679,28.948902668073558,14.30027744871278,4.270090277130829,50.06361685608008,22.434654971201955,NPR2
65,039,11.100550597369262,1.468800712706992,22.75298827986087,5.440332029852073,2.0549443113466106,-2.20259816382417,20.539864257845412,NPR2
66,188,27.591029744570996,-166.60750224567775,3.1914102864778675,13.495733285023013,55.42900190685565,-156.97450799126986,58.57636991706589,NPR4
67,189,25.432664275668312,-149.5344550807396,4.316701230738482,45.0,55.5640320282127,-138.37841176321467,59.87377167688051,NPR4
68,190,49.89982601265842,-120.25643716333684,13.75258202993459,-134.10732191263057,84.7254400463923,-126.43085811980797,71.09610651706632,NPR4
69,191,24.177501728245765,71.39503452662612,38.470915536161975,67.96377305989282,2.401613371258771,-106.69924423186545,40.705752422203844,NPR4B
70,192,16.92972074652135,71.39503452614778,32.146422717606164,67.963773060111,10.345480154906035,-98.2971449702622,42.15823600527705,NPR4B
71,193,38.5391236137021,30.46554491935458,69.30111854905351,45.00000000044238,9.191332619961115,23.02549200939628,59.79215990493392,NPR4
72,194,37.43923037924979,30.46554491927922,67.07720478280511,45.00000000045704,6.440864266614071,53.56914187775462,60.00753644582076,NPR4
73,195,32.76232870657763,-21.801409486692066,3.1350338247234135,124.91940201522262,53.60505783233487,-35.537677792039474,56.55948603411242,NPR4B
74,196,72.42010087518416,-129.7323028719829,35.55756195288877,-125.5376777916364,86.38385912284706,-121.32869286751742,50.92219662519849,NPR4B
75,197,52.14065481496628,-129.7323028720171,15.792639586167368,-129.92039214023004,68.63797406596562,-121.32869286779875,53.02255893470965,NPR4B
76,198,138.19825832290144,-50.58986895978444,125.76566708096591,-54.11135704504442,159.47375489021277,-52.713377015766994,33.80936028767447,NPR4B
77,040,22.77280007231284,164.6498635078082,5.6700236858478235,-15.333284788826598,39.47404868464112,161.91655461621704,45.13754193202647,NPR4
78,041,26.60343652421388,164.64986350765145,1.8361357889550542,-15.333284791499631,41.38609902899197,146.68936917572782,43.13259214066129,NPR4
